Date,Open,High,Low,Close,Volume
01.02.2008 21:00:00.000 GMT+0300,2.18225,2.18257,2.1710700000000003,2.17131,3560.2
02.02.2008 01:00:00.000 GMT+0300,2.17131,2.17131,2.17131,2.17131,0.0
02.02.2008 05:00:00.000 GMT+0300,2.17131,2.17131,2.17131,2.17131,0.0
02.02.2008 09:00:00.000 GMT+0300,2.17131,2.17131,2.17131,2.17131,0.0
02.02.2008 13:00:00.000 GMT+0300,2.17131,2.17131,2.17131,2.17131,0.0
02.02.2008 17:00:00.000 GMT+0300,2.17131,2.17131,2.17131,2.17131,0.0
02.02.2008 21:00:00.000 GMT+0300,2.17131,2.17131,2.17131,2.17131,0.0
03.02.2008 01:00:00.000 GMT+0300,2.17131,2.17131,2.17131,2.17131,0.0
03.02.2008 05:00:00.000 GMT+0300,2.17131,2.17131,2.17131,2.17131,0.0
03.02.2008 09:00:00.000 GMT+0300,2.17131,2.17131,2.17131,2.17131,0.0
03.02.2008 13:00:00.000 GMT+0300,2.17131,2.17131,2.17131,2.17131,0.0
03.02.2008 17:00:00.000 GMT+0300,2.17131,2.17131,2.17131,2.17131,0.0
03.02.2008 21:00:00.000 GMT+0300,2.17131,2.17131,2.17131,2.17131,0.0
04.02.2008 01:00:00.000 GMT+0300,2.17521,2.1773,2.17172,2.1737900000000003,2933.2
04.02.2008 05:00:00.000 GMT+0300,2.1742,2.17676,2.1699599999999997,2.17197,2555.9
04.02.2008 09:00:00.000 GMT+0300,2.17205,2.17988,2.17065,2.1782,2594.1
04.02.2008 13:00:00.000 GMT+0300,2.1778,2.18108,2.17499,2.17499,7882.0
04.02.2008 17:00:00.000 GMT+0300,2.17489,2.17665,2.1701200000000003,2.17444,13278.8998
04.02.2008 21:00:00.000 GMT+0300,2.1745400000000004,2.17631,2.16929,2.1720599999999997,3561.1
05.02.2008 01:00:00.000 GMT+0300,2.17158,2.18051,2.17109,2.17747,2963.6
05.02.2008 05:00:00.000 GMT+0300,2.17762,2.18161,2.16929,2.1722900000000003,2543.3
05.02.2008 09:00:00.000 GMT+0300,2.1724,2.17572,2.16735,2.17453,2594.1
05.02.2008 13:00:00.000 GMT+0300,2.1743900000000003,2.18414,2.1734,2.18324,7882.5999
05.02.2008 17:00:00.000 GMT+0300,2.18372,2.19351,2.17955,2.18367,13278.2999
05.02.2008 21:00:00.000 GMT+0300,2.1837299999999997,2.19497,2.18297,2.18835,3565.1
06.02.2008 01:00:00.000 GMT+0300,2.1884900000000003,2.19413,2.18845,2.19217,2975.7
06.02.2008 05:00:00.000 GMT+0300,2.19224,2.19402,2.18847,2.19239,2560.9
06.02.2008 09:00:00.000 GMT+0300,2.1924,2.19766,2.18737,2.19712,2593.8
06.02.2008 13:00:00.000 GMT+0300,2.1967,2.1971700000000003,2.18056,2.18135,7884.4001
06.02.2008 17:00:00.000 GMT+0300,2.18119,2.1869099999999997,2.17869,2.18597,13278.2999
06.02.2008 21:00:00.000 GMT+0300,2.1855700000000002,2.19014,2.18225,2.18843,3563.7
07.02.2008 01:00:00.000 GMT+0300,2.1887,2.1998900000000003,2.1863599999999996,2.19827,2973.4
07.02.2008 05:00:00.000 GMT+0300,2.19835,2.19835,2.1912599999999998,2.1956900000000004,2540.8
07.02.2008 09:00:00.000 GMT+0300,2.19559,2.19559,2.18601,2.18894,2593.2
07.02.2008 13:00:00.000 GMT+0300,2.1886200000000002,2.19329,2.17893,2.17923,7882.3001
07.02.2008 17:00:00.000 GMT+0300,2.17921,2.18089,2.16308,2.1665799999999997,13278.6001
07.02.2008 21:00:00.000 GMT+0300,2.16602,2.17595,2.1649599999999998,2.16974,3567.9
08.02.2008 01:00:00.000 GMT+0300,2.16973,2.175,2.1688400000000003,2.17181,2978.6
08.02.2008 05:00:00.000 GMT+0300,2.17179,2.17352,2.16738,2.17158,2550.3
08.02.2008 09:00:00.000 GMT+0300,2.17159,2.1764099999999997,2.16784,2.17635,2594.7
08.02.2008 13:00:00.000 GMT+0300,2.17657,2.1836900000000004,2.17402,2.1785,7883.7999
08.02.2008 17:00:00.000 GMT+0300,2.17862,2.18142,2.1648099999999997,2.17389,13279.8
08.02.2008 21:00:00.000 GMT+0300,2.17413,2.17675,2.17048,2.1707,3560.3
09.02.2008 01:00:00.000 GMT+0300,2.1707,2.1707,2.1707,2.1707,0.0
09.02.2008 05:00:00.000 GMT+0300,2.1707,2.1707,2.1707,2.1707,0.0
09.02.2008 09:00:00.000 GMT+0300,2.1707,2.1707,2.1707,2.1707,0.0
09.02.2008 13:00:00.000 GMT+0300,2.1707,2.1707,2.1707,2.1707,0.0
09.02.2008 17:00:00.000 GMT+0300,2.1707,2.1707,2.1707,2.1707,0.0
09.02.2008 21:00:00.000 GMT+0300,2.1707,2.1707,2.1707,2.1707,0.0
10.02.2008 01:00:00.000 GMT+0300,2.1707,2.1707,2.1707,2.1707,0.0
10.02.2008 05:00:00.000 GMT+0300,2.1707,2.1707,2.1707,2.1707,0.0
10.02.2008 09:00:00.000 GMT+0300,2.1707,2.1707,2.1707,2.1707,0.0
10.02.2008 13:00:00.000 GMT+0300,2.1707,2.1707,2.1707,2.1707,0.0
10.02.2008 17:00:00.000 GMT+0300,2.1707,2.1707,2.1707,2.1707,0.0
10.02.2008 21:00:00.000 GMT+0300,2.1707,2.1707,2.1707,2.1707,0.0
11.02.2008 01:00:00.000 GMT+0300,2.17117,2.17267,2.1556,2.15862,3367.7
11.02.2008 05:00:00.000 GMT+0300,2.1585099999999997,2.1621799999999998,2.15632,2.15639,3559.9
11.02.2008 09:00:00.000 GMT+0300,2.1562,2.15787,2.1473400000000002,2.15415,13281.3002
11.02.2008 13:00:00.000 GMT+0300,2.15397,2.15789,2.14941,2.1536,7882.6
11.02.2008 17:00:00.000 GMT+0300,2.15355,2.15976,2.15151,2.15428,2593.8
11.02.2008 21:00:00.000 GMT+0300,2.15463,2.1589099999999997,2.1530099999999996,2.1579,2548.0
12.02.2008 01:00:00.000 GMT+0300,2.1574,2.16066,2.15367,2.15867,2969.8
12.02.2008 05:00:00.000 GMT+0300,2.15846,2.16033,2.1565,2.1602799999999998,3530.5
12.02.2008 09:00:00.000 GMT+0300,2.16045,2.16146,2.14982,2.15288,13284.2999
12.02.2008 13:00:00.000 GMT+0300,2.15234,2.15676,2.1494,2.15585,7886.2001
12.02.2008 17:00:00.000 GMT+0300,2.1560799999999998,2.17033,2.15462,2.1680599999999997,2594.1
12.02.2008 21:00:00.000 GMT+0300,2.16826,2.17398,2.1661900000000003,2.16902,2565.1
13.02.2008 01:00:00.000 GMT+0300,2.16882,2.17159,2.16248,2.16427,2962.4
13.02.2008 05:00:00.000 GMT+0300,2.16393,2.16824,2.16305,2.16695,3550.9
13.02.2008 09:00:00.000 GMT+0300,2.16677,2.181,2.16463,2.17753,13285.4999
13.02.2008 13:00:00.000 GMT+0300,2.17766,2.1886200000000002,2.17584,2.1842,7880.7999
13.02.2008 17:00:00.000 GMT+0300,2.18417,2.19707,2.18417,2.19449,2594.7
13.02.2008 21:00:00.000 GMT+0300,2.19433,2.1983,2.1893700000000003,2.1893700000000003,2564.8
14.02.2008 01:00:00.000 GMT+0300,2.18896,2.19132,2.17518,2.1756900000000003,2962.0
14.02.2008 05:00:00.000 GMT+0300,2.17565,2.17699,2.1722799999999998,2.1757,3546.1
14.02.2008 09:00:00.000 GMT+0300,2.17598,2.18295,2.17258,2.17841,13285.4999
14.02.2008 13:00:00.000 GMT+0300,2.17834,2.1827,2.17495,2.17956,7882.6
14.02.2008 17:00:00.000 GMT+0300,2.17925,2.18558,2.17536,2.18078,2595.3
14.02.2008 21:00:00.000 GMT+0300,2.1806900000000002,2.18398,2.17869,2.18181,2563.9
15.02.2008 01:00:00.000 GMT+0300,2.18126,2.1861200000000003,2.18003,2.18185,2965.3
15.02.2008 05:00:00.000 GMT+0300,2.18171,2.1829400000000003,2.1766400000000004,2.17733,3550.3
15.02.2008 09:00:00.000 GMT+0300,2.17752,2.17826,2.1632700000000002,2.16364,13284.0001
15.02.2008 13:00:00.000 GMT+0300,2.16337,2.1691,2.15598,2.16167,7886.5001
